lambda_noise,l_vae,l_noise,subject_lpips,global_lpips
10.0,12.044846534729004,0.03187034651637077,0.1866186212975496,0.1282256692647934
50.0,12.242630004882812,0.02572178840637207,0.1494038563469164,0.10263471305370331
100.0,12.865789413452148,0.019129356369376183,0.11214521488697766,0.07721216976642609
150.0,13.672740936279297,0.015044573694467545,0.08370648582953169,0.057453859597444534
200.0,14.444244384765625,0.012260420247912407,0.06369438822447561,0.04369722679257393
