eps,l_vae,l_noise,subject_lpips,global_lpips,editing_score_instructpix2pix,editing_score_attacksd,editing_score_attack
0.0313725490196078,25.21881484985352,0.0074063641950488,0.0626196175291587,0.0162346884608268,1.5,7.0,1.5
0.0627450980392156,21.91529083251953,0.0124588264152407,0.2153355843281168,0.0554920919239521,7.0,7.0,7.0
0.1254901960784313,19.37615203857422,0.0174105279147624,0.4666087100457933,0.1215928494930267,7.0,7.0,7.0
0.2509803921568627,19.074413299560547,0.0204341113567352,0.5866815901223529,0.1539502143859863,7.0,7.0,7.0
0.5019607843137255,18.535541534423828,0.0218333713710308,0.6287539805090974,0.1650998890399933,7.0,7.0,7.0
