eps,l_vae,l_noise,subject_lpips,global_lpips
0.03137254901960784,20.375213623046875,0.02576409839093685,0.05564978428666103,0.038505345582962036
0.06274509803921569,14.19694709777832,0.0386345349252224,0.13985844110735604,0.0960424542427063
0.12549019607843137,10.701980590820312,0.046021219342947006,0.20490720640223828,0.1406891644001007
0.25098039215686274,8.948143005371094,0.05202826112508774,0.26625130143521625,0.18208763003349304
0.5019607843137255,8.562231063842773,0.05413191020488739,0.2881706159925365,0.1965828239917755
