eps,l_vae,l_noise,subject_lpips,global_lpips,editing_score_instructpix2pix,editing_score_attacksd,editing_score_attack
0.0313725490196078,30.15771102905273,0.0086916759610176,0.0037594878457164,0.0009233053424395,1.0,1.0,1.0
0.0627450980392156,29.549257278442383,0.0172556415200233,0.0158692584163839,0.0038392718415707,1.0,1.0,1.0
0.1254901960784313,28.028228759765625,0.0336944609880447,0.1097517059955478,0.0262461192905902,2.75,1.0,2.75
0.2509803921568627,20.795398712158203,0.0493289530277252,0.6742227480855915,0.1716717779636383,7.0,7.0,7.0
0.5019607843137255,28.427223205566406,0.0399417653679847,0.5125435539480215,0.1317306160926818,4.0,7.0,7.0
