eps,l_vae,l_noise,subject_lpips,global_lpips
0.03137254901960784,17.855552673339844,0.025354262441396713,0.06164106787223366,0.04235204681754112
0.06274509803921569,13.133342742919922,0.037069015204906464,0.14499601436483897,0.09971657395362854
0.12549019607843137,11.293258666992188,0.0442052036523819,0.20087815599048245,0.13812682032585144
0.25098039215686274,10.598283767700195,0.04749871417880058,0.23150650275182666,0.15742526948451996
0.5019607843137255,10.404306411743164,0.04874110221862793,0.23977943719064668,0.1624085158109665
