lambda_noise,l_vae,l_noise,subject_lpips,global_lpips
1.0,12.760013580322266,0.04529611021280289,0.1883069984734885,0.12976020574569702
10.0,12.716525077819824,0.0445210263133049,0.18372672098276194,0.12655794620513916
50.0,12.869516372680664,0.04098638892173767,0.16818646572049392,0.11576439440250397
100.0,13.177143096923828,0.036886706948280334,0.14707891827772598,0.10122852772474289
150.0,13.515141487121582,0.033811114728450775,0.12822353634312078,0.08810293674468994
200.0,13.827657699584961,0.03166692703962326,0.11633000416211199,0.07992497831583023
