model,eps 8/255,eps 16/255,eps 32/255,eps 64/255,eps 128/255
eps 8/255,16.86190414428711,13.904523849487305,12.243826866149902,11.405224800109863,11.21259307861328
eps 16/255,18.15001678466797,13.089017868041992,11.387155532836914,10.696264266967772,10.423235893249512
eps 32/255,23.29449462890625,14.323249816894531,10.911620140075684,9.771509170532228,9.458587646484377
eps 64/255,27.568178176879883,18.899534225463867,10.772729873657228,9.103041648864746,8.82899284362793
eps 128/255,28.473613739013672,23.49913787841797,15.709809303283691,8.090642929077148,8.588872909545898
