eps,l_vae,l_noise,subject_lpips,global_lpips,editing_score_attack,editing_score_instructpix2pix,editing_score_attacksd
0.0313725490196078,24.258560180664062,0.0071026384830474,0.069886676719369,0.0182294622063636,3.0,1.5,2.0
0.0627450980392156,21.923891067504883,0.0115515254437923,0.2136924478985342,0.0552092790603637,7.0,7.0,7.0
0.1254901960784313,19.66787338256836,0.0155268032103776,0.4135590405935704,0.1075983941555023,7.0,7.0,7.0
0.2509803921568627,19.95208549499512,0.0181287862360477,0.5367583982181201,0.1401628702878952,7.0,7.0,7.0
0.5019607843137255,18.84601593017578,0.0183926150202751,0.5792120995326828,0.1489468365907669,7.0,7.0,7.0
