eps,l_vae,l_noise,subject_lpips,global_lpips
0.03137254901960784,18.665348052978516,0.017129238694906235,0.055412748785458786,0.03832298517227173
0.06274509803921569,16.373979568481445,0.017303025349974632,0.07854150526145288,0.05415958911180496
0.12549019607843137,14.68802261352539,0.019407611340284348,0.12423384452489138,0.08544759452342987
0.25098039215686274,13.414154052734375,0.02219449356198311,0.1710676346929962,0.11772613227367401
0.5019607843137255,13.024347305297852,0.023443982005119324,0.20186316501512733,0.13825947046279907
